127.0.0.1, 2011-09-27 22:47:19, GET, /, HTTP/1.1, 303, 0.001698
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.000537
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000498
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000531
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.000449
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.000459
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.000472
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.000496
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.000647
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.000855
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.000602
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.000641
127.0.0.1, 2011-09-28 14:04:56, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.000435
127.0.0.1, 2011-09-28 14:06:11, POST, /admin/default/change_password, HTTP/1.1, 200, 0.047736
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome, HTTP/1.1, 303, 0.037802
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.027610
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/css/handheld.css, HTTP/1.1, 200, 0.000769
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 200, 0.000627
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/js/superfish.js, HTTP/1.1, 200, 0.000854
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 200, 0.000525
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.000677
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/css/anytime.css, HTTP/1.1, 200, 0.000544
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 200, 0.005371
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/js/anytime.js, HTTP/1.1, 200, 0.000662
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/css/base.css, HTTP/1.1, 200, 0.000613
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/css/superfish.css, HTTP/1.1, 200, 0.000570
127.0.0.1, 2011-09-28 14:44:16, GET, /welcome/static/favicon.ico, HTTP/1.1, 200, 0.000623
127.0.0.1, 2011-09-28 14:48:53, POST, /welcome/default/coming_soon, HTTP/1.1, 200, 0.029286
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000648
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000534
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000492
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000445
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000511
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000639
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000549
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000560
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000620
127.0.0.1, 2011-09-28 14:48:53, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000583
127.0.0.1, 2011-09-28 15:16:56, POST, /welcome/default/coming_soon, HTTP/1.1, 200, 0.038647
127.0.0.1, 2011-09-28 15:22:27, POST, /welcome/default/coming_soon, HTTP/1.1, 200, 0.029693
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001445
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000906
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000519
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000770
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000583
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000574
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000566
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000603
127.0.0.1, 2011-09-28 15:22:27, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000487
127.0.0.1, 2011-09-28 15:22:28, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000633
127.0.0.1, 2011-09-28 15:34:48, GET, /, HTTP/1.1, 303, 0.001713
127.0.0.1, 2011-09-28 15:34:49, GET, /welcome/default/index, HTTP/1.1, 200, 0.033851
127.0.0.1, 2011-09-28 15:34:49, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.000686
127.0.0.1, 2011-09-28 15:34:49, GET, /welcome/static/images/shadow.png, HTTP/1.1, 200, 0.000769
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/default/index, HTTP/1.1, 200, 0.034199
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001437
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000816
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000645
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000649
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000606
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000516
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000531
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000633
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000775
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000610
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000537
127.0.0.1, 2011-09-28 15:34:51, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000505
127.0.0.1, 2011-09-28 15:36:32, GET, /welcome/default/index, HTTP/1.1, 200, 0.046305
127.0.0.1, 2011-09-28 15:36:32, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.018271
127.0.0.1, 2011-09-28 15:36:32, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000497
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.001029
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000814
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000494
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000453
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000503
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000468
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000645
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000602
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000598
127.0.0.1, 2011-09-28 15:36:33, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000743
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/default/index, HTTP/1.1, 200, 0.033381
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000824
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000509
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000575
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000499
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000528
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000634
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000812
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.003261
127.0.0.1, 2011-09-28 15:36:34, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000487
127.0.0.1, 2011-09-28 15:36:35, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000695
127.0.0.1, 2011-09-28 15:36:35, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000738
127.0.0.1, 2011-09-28 15:36:35, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000598
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/default/index, HTTP/1.1, 200, 0.033276
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000718
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000688
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000730
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000627
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000755
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000556
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000501
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000597
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000513
127.0.0.1, 2011-09-28 15:36:36, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000691
127.0.0.1, 2011-09-28 15:36:37, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000623
127.0.0.1, 2011-09-28 15:36:37, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000893
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/default/index, HTTP/1.1, 200, 0.034125
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000800
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.001937
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000590
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.001030
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000577
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000557
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000579
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000558
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000617
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000638
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000590
127.0.0.1, 2011-09-28 15:36:44, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000639
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/default/index, HTTP/1.1, 200, 0.033455
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000713
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000633
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000578
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000590
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000757
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000628
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000681
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000567
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000517
127.0.0.1, 2011-09-28 15:36:46, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000603
127.0.0.1, 2011-09-28 15:36:47, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000610
127.0.0.1, 2011-09-28 15:36:47, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000749
127.0.0.1, 2011-09-28 15:36:48, GET, /welcome/default/index, HTTP/1.1, 200, 0.052623
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/default/index, HTTP/1.1, 200, 0.082839
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000677
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000513
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000516
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000590
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000573
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000644
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000662
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000521
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000515
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000764
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000588
127.0.0.1, 2011-09-28 15:37:26, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000771
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/default/index, HTTP/1.1, 200, 0.032811
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000627
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.001545
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000591
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000528
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000467
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000505
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000544
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000714
127.0.0.1, 2011-09-28 15:38:06, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000986
127.0.0.1, 2011-09-28 15:38:11, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000638
127.0.0.1, 2011-09-28 15:38:12, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000733
127.0.0.1, 2011-09-28 15:38:12, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000502
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/default/index, HTTP/1.1, 200, 0.034315
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001019
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000707
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000598
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.001236
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.001239
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000545
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000624
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000968
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000527
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000798
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000622
127.0.0.1, 2011-09-28 15:38:18, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000879
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/default/index, HTTP/1.1, 200, 0.032913
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.001301
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000834
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000765
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000530
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000508
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000623
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000500
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000514
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000485
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000764
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000764
127.0.0.1, 2011-09-28 15:38:34, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000524
127.0.0.1, 2011-09-28 15:38:39, GET, /, HTTP/1.1, 303, 0.001454
127.0.0.1, 2011-09-28 15:38:39, GET, /welcome/default/index, HTTP/1.1, 200, 0.032543
127.0.0.1, 2011-09-28 15:38:44, GET, /, HTTP/1.1, 303, 0.002221
127.0.0.1, 2011-09-28 15:38:44, GET, /welcome/default/index, HTTP/1.1, 200, 0.031991
127.0.0.1, 2011-09-28 15:39:11, GET, /, HTTP/1.1, 303, 0.002291
127.0.0.1, 2011-09-28 15:39:12, GET, /welcome/default/index, HTTP/1.1, 200, 0.032686
127.0.0.1, 2011-09-28 15:39:54, GET, /, HTTP/1.1, 303, 0.001724
127.0.0.1, 2011-09-28 15:39:55, GET, /welcome/default/index, HTTP/1.1, 200, 0.192470
127.0.0.1, 2011-09-28 15:39:55, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.000718
127.0.0.1, 2011-09-28 15:39:55, GET, /welcome/static/images/shadow.png, HTTP/1.1, 200, 0.000833
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/default/index, HTTP/1.1, 200, 0.033530
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000623
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000501
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000558
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000955
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/favicon.ico, HTTP/1.1, 304, 0.000462
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.001165
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000528
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000599
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.000708
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000528
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000759
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000754
127.0.0.1, 2011-09-28 15:40:45, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000514
127.0.0.1, 2011-09-28 15:40:49, GET, /, HTTP/1.1, 303, 0.001196
127.0.0.1, 2011-09-28 15:40:49, GET, /welcome/default/index, HTTP/1.1, 200, 0.033248
127.0.0.1, 2011-09-28 15:40:56, GET, /welcome/default/coming_soon, HTTP/1.1, 200, 0.027634
127.0.0.1, 2011-09-28 15:41:03, GET, /, HTTP/1.1, 303, 0.001290
127.0.0.1, 2011-09-28 15:41:03, GET, /welcome/default/index, HTTP/1.1, 200, 0.038032
127.0.0.1, 2011-09-28 15:42:42, GET, /, HTTP/1.1, 303, 0.001279
127.0.0.1, 2011-09-28 15:42:42, GET, /welcome/default/index, HTTP/1.1, 200, 0.032339
127.0.0.1, 2011-09-28 15:42:54, GET, /, HTTP/1.1, 303, 0.001223
127.0.0.1, 2011-09-28 15:42:54, GET, /welcome/default/index, HTTP/1.1, 200, 0.037049
127.0.0.1, 2011-09-28 15:47:31, GET, /, HTTP/1.1, 303, 0.002176
127.0.0.1, 2011-09-28 15:47:31, GET, /welcome/default/index, HTTP/1.1, 200, 0.033455
127.0.0.1, 2011-09-28 15:47:37, GET, /, HTTP/1.1, 303, 0.002544
127.0.0.1, 2011-09-28 15:47:37, GET, /welcome/default/index, HTTP/1.1, 200, 0.032532
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/default/index, HTTP/1.1, 200, 0.035551
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.000602
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.000500
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000622
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.000514
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000503
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/css/anytime.css, HTTP/1.1, 304, 0.000591
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.002309
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000530
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/js/anytime.js, HTTP/1.1, 304, 0.002392
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000603
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000754
127.0.0.1, 2011-09-28 15:49:04, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000589
127.0.0.1, 2011-09-28 15:49:10, GET, /, HTTP/1.1, 303, 0.001922
127.0.0.1, 2011-09-28 15:49:10, GET, /welcome/default/index, HTTP/1.1, 200, 0.032996
127.0.0.1, 2011-09-28 15:49:29, GET, /welcome/default/index, HTTP/1.1, 200, 0.035222
127.0.0.1, 2011-09-28 15:49:29, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000717
127.0.0.1, 2011-09-28 15:49:29, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.000519
127.0.0.1, 2011-09-28 15:49:29, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.000709
127.0.0.1, 2011-09-28 15:49:29, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.001131
